"Date","Price","Open","High","Low","Vol.","Change %"
"10/25/2019","126.85","132.00","133.00","125.70","42.87M","-4.98%"
"10/24/2019","133.50","133.00","135.15","130.50","41.95M","0.64%"
"10/23/2019","132.65","130.45","133.80","127.25","50.29M","0.68%"
"10/22/2019","131.75","133.35","135.60","129.80","53.53M","-3.73%"
"10/18/2019","136.85","139.00","141.80","135.60","64.88M","-1.90%"
"10/17/2019","139.50","127.10","144.35","125.10","67.93M","10.85%"
"10/16/2019","125.85","127.30","128.30","124.50","31.52M","-0.87%"
"10/15/2019","126.95","127.10","128.90","123.70","57.55M","-0.70%"
"10/14/2019","127.85","122.60","130.00","122.50","68.05M","5.40%"
"10/11/2019","121.30","118.05","122.20","117.25","41.03M","3.85%"
"10/10/2019","116.80","119.30","119.70","116.20","31.23M","-3.39%"
"10/09/2019","120.90","118.50","121.70","115.45","44.67M","2.89%"
"10/07/2019","117.50","120.25","120.55","116.35","35.47M","-1.80%"
"10/04/2019","119.65","122.80","123.80","118.80","35.71M","-2.25%"
"10/03/2019","122.40","112.65","123.50","112.65","65.10M","6.16%"
"10/01/2019","115.30","118.00","119.85","113.00","40.23M","-1.83%"
"09/30/2019","117.45","120.65","120.85","116.40","32.16M","-2.04%"
"09/27/2019","119.90","122.00","122.45","118.20","45.88M","-3.69%"
"09/26/2019","124.50","123.90","127.25","122.80","45.87M","1.18%"
"09/25/2019","123.05","129.90","129.90","121.50","47.57M","-6.00%"
"09/24/2019","130.90","128.05","132.20","128.00","41.66M","2.35%"
"09/23/2019","127.90","135.00","138.40","126.50","51.03M","-4.02%"
"09/20/2019","133.25","125.00","137.75","122.60","89.22M","7.29%"
"09/19/2019","124.20","123.50","125.35","121.20","51.01M","2.01%"
"09/18/2019","121.75","123.05","125.90","120.50","53.05M","-0.20%"
"09/17/2019","122.00","129.00","130.50","121.35","47.65M","-5.13%"
"09/16/2019","128.60","128.00","130.30","126.50","40.95M","-0.73%"
"09/13/2019","129.55","129.20","130.95","125.50","69.09M","1.25%"
"09/12/2019","127.95","134.60","135.35","126.70","72.08M","-4.76%"
"09/11/2019","134.35","127.00","135.00","125.30","96.57M","10.21%"
"09/09/2019","121.90","119.00","122.60","117.35","51.30M","0.54%"
"09/06/2019","121.25","118.35","122.30","116.55","67.76M","2.71%"
"09/05/2019","118.05","109.75","119.35","109.50","75.79M","7.81%"
"09/04/2019","109.50","112.00","113.00","106.00","76.32M","-2.80%"
"09/03/2019","112.65","113.05","115.35","111.20","36.91M","-3.47%"
"08/30/2019","116.70","115.60","117.30","112.00","42.25M","2.10%"
"08/29/2019","114.30","116.50","118.50","112.10","48.10M","-1.76%"
"08/28/2019","116.35","120.55","124.00","114.80","74.25M","-3.32%"
"08/27/2019","120.35","112.70","121.40","111.80","70.64M","8.86%"
"08/26/2019","110.55","114.55","115.40","106.80","47.76M","-0.45%"
"08/23/2019","111.05","108.90","111.60","107.65","41.18M","3.11%"
"08/22/2019","107.70","112.00","114.00","106.20","58.61M","-4.18%"
"08/21/2019","112.40","123.00","123.00","109.50","83.51M","-9.25%"
"08/20/2019","123.85","120.00","124.80","119.00","34.81M","2.52%"
"08/19/2019","120.80","121.20","122.60","120.00","23.19M","-0.45%"
"08/16/2019","121.35","119.90","122.45","117.35","35.26M","0.37%"
"08/14/2019","120.90","122.70","123.80","118.60","30.14M","-0.86%"
"08/13/2019","121.95","123.80","126.30","121.00","35.50M","-0.08%"
"08/09/2019","122.05","124.50","126.50","120.70","39.25M","-1.61%"
"08/08/2019","124.05","118.00","125.00","116.90","35.88M","5.66%"
"08/07/2019","117.40","122.60","123.85","116.50","37.29M","-4.16%"
"08/06/2019","122.50","123.05","126.55","121.75","34.79M","-1.01%"
"08/05/2019","123.75","128.00","128.20","122.30","35.45M","-5.32%"
"08/02/2019","130.70","128.50","133.20","127.00","44.02M","0.89%"
"08/01/2019","129.55","135.50","136.30","127.55","38.99M","-4.46%"
"07/31/2019","135.60","133.50","136.40","132.50","27.02M","1.61%"
"07/30/2019","133.45","138.00","139.70","132.60","35.73M","-2.98%"
"07/29/2019","137.55","146.90","146.90","136.85","38.84M","-6.52%"
"07/26/2019","147.15","138.10","150.15","138.10","83.91M","1.98%"
"07/25/2019","144.30","151.30","152.50","143.75","34.36M","-4.60%"
"07/24/2019","151.25","156.35","157.55","150.50","16.29M","-3.17%"
"07/23/2019","156.20","157.40","159.00","154.80","12.94M","-0.35%"
"07/22/2019","156.75","155.45","159.30","155.25","16.00M","1.23%"
"07/19/2019","154.85","161.45","162.40","153.85","18.95M","-3.67%"
"07/18/2019","160.75","167.25","167.25","160.00","19.06M","-4.26%"
"07/17/2019","167.90","170.00","172.35","166.30","25.24M","-1.24%"
"07/16/2019","170.00","159.80","170.95","159.05","39.03M","5.62%"
"07/15/2019","160.95","159.00","162.60","157.85","19.92M","1.04%"
"07/12/2019","159.30","155.90","162.85","154.00","27.31M","1.59%"
"07/11/2019","156.80","153.00","157.70","150.35","24.10M","3.40%"
"07/10/2019","151.65","156.25","156.25","149.10","31.74M","-2.66%"
"07/09/2019","155.80","154.00","157.15","152.75","16.11M","0.81%"
"07/08/2019","154.55","159.35","159.50","153.50","15.15M","-3.53%"
"07/05/2019","160.20","165.15","166.95","159.50","14.37M","-3.03%"
"07/04/2019","165.20","162.50","167.75","162.00","19.51M","1.79%"
"07/03/2019","162.30","163.75","165.00","161.70","13.61M","-0.89%"
"07/02/2019","163.75","166.80","167.35","161.35","16.90M","-2.53%"
"07/01/2019","168.00","163.70","169.40","163.20","23.99M","3.35%"
"06/28/2019","162.55","165.20","166.75","161.35","15.09M","-1.99%"
"06/27/2019","165.85","161.85","168.00","161.10","26.61M","2.95%"
"06/26/2019","161.10","160.10","162.20","158.75","18.48M","0.41%"
"06/25/2019","160.45","158.00","161.00","156.85","13.37M","0.72%"
"06/24/2019","159.30","158.70","160.20","156.20","13.19M","0.25%"
"06/21/2019","158.90","155.00","160.75","154.50","23.30M","-0.22%"
"06/20/2019","159.25","153.45","160.00","152.15","19.25M","2.97%"
"06/19/2019","154.65","160.00","163.75","152.50","25.26M","-2.31%"
"06/18/2019","158.30","159.00","161.00","156.75","14.00M","-0.28%"
"06/17/2019","158.75","163.75","164.15","158.00","14.38M","-3.32%"
"06/14/2019","164.20","167.50","167.50","163.50","10.92M","-1.91%"
"06/13/2019","167.40","166.90","168.90","164.50","15.14M","-0.98%"
"06/12/2019","169.05","170.90","172.20","168.10","12.82M","-1.00%"
"06/11/2019","170.75","166.85","171.90","165.65","20.36M","2.74%"
"06/10/2019","166.20","170.90","172.05","163.55","20.21M","-1.95%"
"06/07/2019","169.50","169.90","171.70","167.25","14.47M","-0.12%"
"06/06/2019","169.70","174.05","175.85","168.85","16.87M","-2.05%"
"06/04/2019","173.25","174.25","177.20","172.40","17.43M","-0.72%"
"06/03/2019","174.50","170.50","175.00","168.40","21.29M","1.10%"
"05/31/2019","172.60","177.80","177.85","170.00","21.49M","-1.46%"
"05/30/2019","175.15","177.50","178.50","173.10","18.08M","-0.68%"
"05/29/2019","176.35","179.85","180.00","175.35","15.22M","-2.16%"
"05/28/2019","180.25","181.35","185.30","179.80","23.27M","-0.61%"
"05/27/2019","181.35","181.75","183.50","179.30","14.77M","-0.52%"
"05/24/2019","182.30","177.00","183.50","175.35","22.49M","4.08%"
"05/23/2019","175.15","182.85","182.85","173.50","22.91M","-2.21%"
"05/22/2019","179.10","177.60","180.40","174.80","25.85M","1.30%"
"05/21/2019","176.80","185.25","186.90","174.05","57.82M","-7.02%"
"05/20/2019","190.15","181.45","192.00","179.25","29.87M","7.52%"
"05/17/2019","176.85","174.95","177.70","170.20","21.58M","0.83%"
"05/16/2019","175.40","176.00","177.55","172.80","30.31M","3.51%"
"05/15/2019","169.45","185.55","185.95","167.40","31.43M","-8.16%"
"05/14/2019","184.50","178.25","186.05","177.80","21.41M","2.07%"
"05/13/2019","180.75","186.20","187.15","179.60","15.37M","-2.77%"
"05/10/2019","185.90","187.00","190.60","184.30","28.91M","-0.24%"
"05/09/2019","186.35","184.30","189.80","182.30","32.84M","0.68%"
"05/08/2019","185.10","190.00","190.90","183.80","28.44M","-3.06%"
"05/07/2019","190.95","201.70","202.85","189.35","30.52M","-4.43%"
"05/06/2019","199.80","204.00","204.50","198.00","30.12M","-4.61%"
"05/03/2019","209.45","205.00","213.65","203.05","37.15M","1.04%"
"05/02/2019","207.30","211.00","212.65","206.50","21.99M","-3.27%"
"04/30/2019","214.30","216.20","218.65","210.30","21.29M","-0.60%"
"04/26/2019","215.60","221.90","221.90","214.00","26.04M","-2.82%"
"04/25/2019","221.85","223.40","225.90","220.25","27.13M","-0.78%"
"04/24/2019","223.60","231.65","232.95","217.60","50.32M","-3.48%"
"04/23/2019","231.65","235.00","235.85","230.25","18.98M","-1.36%"
"04/22/2019","234.85","235.00","239.35","231.70","30.28M","-0.59%"
"04/18/2019","236.25","231.90","239.30","230.60","42.45M","2.49%"
"04/16/2019","230.50","233.80","234.10","225.65","41.65M","-0.54%"
"04/15/2019","231.75","217.15","233.25","217.15","57.28M","7.32%"
"04/12/2019","215.95","218.95","219.00","215.00","21.79M","-1.03%"
"04/11/2019","218.20","216.60","219.20","213.30","41.86M","1.00%"
"04/10/2019","216.05","206.00","217.40","205.60","69.35M","4.93%"
"04/09/2019","205.90","200.00","207.60","198.15","29.61M","2.67%"
"04/08/2019","200.55","206.00","207.40","198.80","23.88M","-2.24%"
"04/05/2019","205.15","208.00","209.50","202.30","32.06M","-0.49%"
"04/04/2019","206.15","201.85","206.90","201.05","41.27M","2.38%"
"04/03/2019","201.35","205.00","208.95","199.20","81.78M","-0.79%"
"04/02/2019","202.95","188.05","204.40","185.30","100.83M","8.33%"
"04/01/2019","187.35","176.35","189.75","176.35","46.39M","7.52%"
"03/29/2019","174.25","171.15","177.05","171.00","17.78M","2.17%"
"03/28/2019","170.55","169.00","171.40","167.55","13.20M","0.41%"
"03/27/2019","169.85","174.00","175.00","169.15","10.05M","-1.88%"
"03/26/2019","173.10","171.90","173.60","171.60","7.82M","1.05%"
"03/25/2019","171.30","173.70","173.80","170.55","11.86M","-2.34%"
"03/22/2019","175.40","181.95","182.00","174.90","11.51M","-2.66%"
"03/20/2019","180.20","183.00","183.45","179.60","7.54M","-1.45%"
"03/19/2019","182.85","182.00","184.50","180.75","10.32M","0.33%"
"03/18/2019","182.25","181.00","184.70","179.50","14.69M","1.25%"
"03/15/2019","180.00","180.20","181.40","177.60","17.49M","0.25%"
"03/14/2019","179.55","181.50","182.45","177.65","15.74M","-1.18%"
"03/13/2019","181.70","184.45","184.90","180.40","9.77M","-1.68%"
"03/12/2019","184.80","184.40","186.00","183.55","18.66M","1.62%"
"03/11/2019","181.85","182.00","184.60","181.05","25.67M","0.36%"
"03/08/2019","181.20","187.80","187.95","180.00","28.01M","-4.28%"
"03/07/2019","189.30","191.40","193.45","187.80","27.05M","0.26%"
"03/06/2019","188.80","195.40","195.40","187.75","22.47M","-2.71%"
"03/05/2019","194.05","183.80","198.35","181.40","58.14M","7.63%"
"03/01/2019","180.30","178.65","184.00","177.35","20.54M","1.61%"
"02/28/2019","177.45","180.00","181.55","176.60","18.69M","0.06%"
"02/27/2019","177.35","183.55","186.10","176.10","19.72M","-2.90%"
"02/26/2019","182.65","173.00","183.45","172.50","31.86M","3.93%"
"02/25/2019","175.75","175.15","177.50","173.50","15.55M","0.83%"
"02/22/2019","174.30","170.00","175.30","167.85","13.01M","2.71%"
"02/21/2019","169.70","165.60","170.60","165.10","14.81M","2.97%"
"02/20/2019","164.80","164.45","166.70","163.75","11.61M","0.64%"
"02/19/2019","163.75","164.00","165.95","161.55","14.53M","0.52%"
"02/18/2019","162.90","162.80","163.45","159.20","13.50M","0.77%"
"02/15/2019","161.65","159.80","162.30","153.15","20.71M","1.13%"
"02/14/2019","159.85","155.95","161.00","153.80","16.35M","3.13%"
"02/13/2019","155.00","152.95","156.65","151.50","15.34M","2.11%"
"02/12/2019","151.80","152.95","154.40","150.60","14.17M","-0.56%"
"02/11/2019","152.65","150.15","153.25","145.85","26.16M","1.29%"
"02/08/2019","150.70","164.60","164.60","129.00","102.26M","-17.58%"
"02/07/2019","182.85","179.00","185.00","178.90","16.15M","2.44%"
"02/06/2019","178.50","176.00","179.45","171.90","10.33M","1.54%"
"02/05/2019","175.80","180.70","181.15","174.70","12.06M","-2.47%"
"02/04/2019","180.25","181.00","183.70","178.20","11.85M","-0.77%"
"02/01/2019","181.65","182.00","185.90","179.55","14.93M","0.25%"
"01/31/2019","181.20","175.80","183.90","175.80","22.28M","3.78%"
"01/30/2019","174.60","174.30","176.75","173.30","7.76M","0.58%"
"01/29/2019","173.60","172.35","174.90","170.90","6.14M","0.75%"
"01/28/2019","172.30","173.30","175.35","169.40","8.17M","-0.55%"
"01/25/2019","173.25","175.95","178.90","171.95","12.14M","-1.23%"
"01/24/2019","175.40","180.00","180.30","173.70","13.46M","-2.69%"
"01/23/2019","180.25","181.70","182.70","178.55","9.78M","-0.33%"
"01/22/2019","180.85","181.50","181.50","175.95","9.78M","-0.36%"
"01/21/2019","181.50","184.30","184.95","180.65","6.92M","-0.98%"
"01/18/2019","183.30","185.65","185.65","181.30","6.80M","-0.87%"
"01/17/2019","184.90","186.00","187.30","183.40","9.37M","-0.30%"
"01/16/2019","185.45","186.00","187.35","184.05","11.87M","0.05%"
"01/15/2019","185.35","183.30","185.80","181.25","13.54M","1.62%"
"01/14/2019","182.40","180.30","198.30","177.45","18.94M","1.16%"
"01/11/2019","180.30","186.55","187.75","179.40","25.90M","-2.93%"
"01/10/2019","185.75","183.65","186.85","183.55","16.96M","1.48%"
"01/09/2019","183.05","181.50","183.60","180.20","17.47M","1.72%"
"01/08/2019","179.95","176.10","180.50","176.10","20.13M","2.62%"
"01/07/2019","175.35","173.20","178.20","173.20","21.44M","2.57%"
"01/04/2019","170.95","169.00","171.95","168.50","17.65M","2.95%"
"01/03/2019","166.05","169.00","170.15","165.10","9.32M","-1.48%"
"01/02/2019","168.55","170.60","171.75","168.00","13.41M","-2.83%"
"01/01/2019","173.45","173.50","174.20","171.30","6.72M","0.43%"
"12/31/2018","172.70","172.45","173.90","171.75","8.51M","1.08%"
"12/28/2018","170.85","169.40","172.20","169.15","8.67M","1.55%"
"12/27/2018","168.25","172.75","173.40","167.70","15.23M","-1.55%"
"12/26/2018","170.90","171.45","172.20","167.60","12.04M","-0.93%"
"12/24/2018","172.50","176.25","177.85","171.50","11.37M","-2.13%"
"12/21/2018","176.25","177.00","180.50","175.15","23.74M","-0.09%"
"12/20/2018","176.40","173.00","177.30","171.75","15.82M","1.44%"
"12/19/2018","173.90","176.50","176.50","172.50","11.54M","-0.49%"
"12/18/2018","174.75","174.00","177.60","173.10","18.02M","0.46%"
"12/17/2018","173.95","167.25","175.95","167.25","28.53M","4.19%"
"12/14/2018","166.95","166.00","168.40","164.85","10.09M","0.06%"
"12/13/2018","166.85","166.00","168.00","165.55","12.24M","1.68%"
"12/12/2018","164.10","159.50","167.10","158.00","22.46M","3.80%"
"12/11/2018","158.10","155.00","159.50","154.65","12.09M","0.64%"
"12/10/2018","157.10","159.90","160.50","156.50","13.52M","-3.26%"
"12/07/2018","162.40","162.25","164.20","160.80","13.55M","-0.15%"
"12/06/2018","162.65","168.50","168.70","161.60","15.43M","-3.87%"
"12/05/2018","169.20","173.00","173.00","168.60","14.96M","-3.73%"
"12/04/2018","175.75","177.95","178.75","175.30","11.48M","0.17%"
"12/03/2018","175.45","173.25","176.45","170.00","14.07M","2.04%"
"11/30/2018","171.95","172.00","174.90","170.35","18.39M","-2.99%"
"11/29/2018","177.25","175.95","179.35","173.45","20.89M","1.61%"
"11/28/2018","174.45","181.00","181.35","174.00","12.50M","-3.11%"
"11/27/2018","180.05","181.70","184.55","178.55","11.64M","-0.94%"
"11/26/2018","181.75","183.90","184.45","177.00","9.87M","-0.44%"
"11/22/2018","182.55","185.50","186.15","181.75","9.14M","-0.87%"
"11/21/2018","184.15","184.40","186.75","183.75","8.10M","0.22%"
"11/20/2018","183.75","184.05","188.30","183.20","13.11M","-0.46%"
"11/19/2018","184.60","180.60","185.50","179.10","14.52M","2.61%"
"11/16/2018","179.90","180.90","181.85","177.85","10.02M","-0.17%"
"11/15/2018","180.20","178.00","182.70","177.50","18.74M","1.92%"
"11/14/2018","176.80","180.50","183.00","176.25","15.80M","-1.50%"
"11/13/2018","179.50","180.75","183.00","178.35","22.19M","-3.52%"
"11/12/2018","186.05","194.45","194.45","185.20","20.79M","-4.71%"
"11/09/2018","195.25","192.90","200.75","192.00","22.34M","0.21%"
"11/07/2018","194.85","194.95","195.75","193.35","3.93M","0.83%"
"11/06/2018","193.25","192.45","199.95","191.75","35.34M","1.82%"
"11/05/2018","189.80","191.30","191.30","186.65","14.82M","-0.26%"
"11/02/2018","190.30","180.95","191.85","180.90","29.43M","6.05%"
"11/01/2018","179.45","182.00","186.05","178.20","28.95M","0.20%"
"10/31/2018","179.10","178.30","180.00","173.45","12.58M","1.04%"
"10/30/2018","177.25","177.00","181.50","176.05","15.60M","1.08%"
"10/29/2018","175.35","169.95","176.50","167.70","14.17M","4.07%"
"10/26/2018","168.50","166.00","172.80","165.90","19.58M","1.91%"
"10/25/2018","165.35","168.95","169.75","164.60","14.88M","-3.11%"
"10/24/2018","170.65","173.90","175.00","169.00","15.42M","0.00%"
"10/23/2018","170.65","170.00","175.70","169.55","15.59M","-0.06%"
"10/22/2018","170.75","176.40","176.85","170.05","11.72M","-2.26%"
"10/19/2018","174.70","178.95","179.75","174.00","10.47M","-2.92%"
"10/17/2018","179.95","187.60","187.80","179.10","12.00M","-3.17%"
"10/16/2018","185.85","185.20","187.25","184.55","9.70M","0.81%"
"10/15/2018","184.35","186.50","186.50","182.70","11.66M","0.33%"
"10/12/2018","183.75","185.95","188.40","182.60","18.01M","0.44%"
"10/11/2018","182.95","180.65","187.75","178.00","19.32M","-3.07%"
"10/10/2018","188.75","186.00","190.95","185.05","35.67M","2.39%"
"10/09/2018","184.35","205.70","206.00","170.30","142.76M","-13.19%"
"10/08/2018","212.35","217.80","218.50","208.10","11.85M","-1.80%"
"10/05/2018","216.25","222.75","226.45","214.75","10.47M","-3.14%"
"10/04/2018","223.25","224.00","230.80","221.75","13.90M","-1.91%"
"10/03/2018","227.60","230.00","232.80","225.80","9.09M","-0.76%"
"10/01/2018","229.35","225.00","230.45","220.00","9.74M","2.53%"
"09/28/2018","223.70","227.90","230.70","219.50","14.20M","-0.69%"
"09/27/2018","225.25","234.80","236.55","223.10","17.43M","-3.47%"
"09/26/2018","233.35","242.30","243.20","229.55","17.81M","-3.09%"
"09/25/2018","240.80","241.00","243.50","235.45","9.03M","0.25%"
"09/24/2018","240.20","250.20","251.00","239.35","8.89M","-4.05%"
"09/21/2018","250.35","255.05","257.70","228.85","18.55M","-0.89%"
"09/19/2018","252.60","253.55","255.00","251.00","7.85M","0.44%"
"09/18/2018","251.50","257.75","259.80","250.60","11.55M","-3.36%"
"09/17/2018","260.25","263.35","264.10","259.65","9.46M","-2.38%"
"09/14/2018","266.60","265.00","269.60","263.40","10.71M","1.60%"
"09/12/2018","262.40","268.20","268.20","258.85","14.46M","-1.83%"
"09/11/2018","267.30","277.25","278.85","265.70","13.44M","-3.05%"
"09/10/2018","275.70","276.00","282.00","271.75","21.32M","-0.61%"
"09/07/2018","277.40","269.55","279.90","269.25","26.19M","2.76%"
"09/06/2018","269.95","269.70","272.00","263.85","14.74M","1.29%"
"09/05/2018","266.50","261.00","271.00","255.40","10.08M","1.74%"
"09/04/2018","261.95","270.50","270.80","260.35","14.78M","-1.74%"
"09/03/2018","266.60","271.40","273.00","265.25","14.60M","-0.34%"
"08/31/2018","267.50","259.10","268.25","258.10","12.36M","3.14%"
"08/30/2018","259.35","262.30","263.00","259.00","6.33M","-0.90%"
"08/29/2018","261.70","261.05","263.50","261.00","5.12M","0.65%"
"08/28/2018","260.00","261.70","263.25","259.05","8.51M","0.46%"
"08/27/2018","258.80","257.00","259.50","256.50","6.13M","1.29%"
"08/24/2018","255.50","257.00","258.65","255.00","8.70M","-0.54%"
"08/23/2018","256.90","269.20","269.20","256.00","18.67M","-4.43%"
"08/21/2018","268.80","271.85","274.70","266.70","19.51M","-0.48%"
"08/20/2018","270.10","261.85","271.85","259.20","25.58M","4.59%"
"08/17/2018","258.25","253.70","260.10","253.00","16.12M","2.77%"
"08/16/2018","251.30","245.80","252.80","245.25","14.15M","1.00%"
"08/14/2018","248.80","248.60","249.85","247.20","9.17M","0.04%"
"08/13/2018","248.70","249.25","249.70","243.10","13.88M","-0.56%"
"08/10/2018","250.10","257.25","258.65","249.55","14.61M","-3.01%"
"08/09/2018","257.85","256.65","260.40","255.50","7.78M","1.06%"
"08/08/2018","255.15","253.50","258.25","251.85","16.13M","1.41%"
"08/07/2018","251.60","255.20","256.00","250.55","14.49M","-0.96%"
"08/06/2018","254.05","259.95","261.80","252.50","11.37M","-1.70%"
"08/03/2018","258.45","262.15","263.85","257.60","9.04M","-0.92%"
"08/02/2018","260.85","263.45","266.45","258.70","17.42M","-1.58%"
"08/01/2018","265.05","250.00","268.00","250.00","53.28M","0.36%"
"07/31/2018","264.10","268.95","270.45","262.20","10.03M","-1.27%"
"07/30/2018","267.50","267.75","271.65","266.20","7.80M","-0.24%"
"07/27/2018","268.15","259.10","269.70","258.55","15.28M","3.83%"
"07/26/2018","258.25","260.10","263.00","257.50","8.82M","0.16%"
"07/25/2018","257.85","260.00","261.70","256.10","6.72M","-0.37%"
"07/24/2018","258.80","258.75","263.75","257.10","9.91M","0.02%"
"07/23/2018","258.75","254.95","259.50","251.10","8.89M","2.11%"
"07/20/2018","253.40","252.70","254.00","251.00","6.42M","0.36%"
"07/19/2018","252.50","254.00","257.85","251.20","9.56M","0.26%"
"07/18/2018","251.85","259.45","259.45","247.30","9.35M","-2.36%"
"07/17/2018","257.95","253.00","259.00","252.30","6.35M","2.32%"
"07/16/2018","252.10","260.50","260.80","250.50","11.07M","-4.36%"
"07/13/2018","263.60","267.30","269.40","262.70","8.35M","-0.94%"
"07/12/2018","266.10","269.60","272.00","265.50","8.57M","-0.63%"
"07/11/2018","267.80","276.40","276.40","267.10","7.36M","-2.78%"
"07/10/2018","275.45","274.90","276.90","272.90","6.35M","0.71%"
"07/09/2018","273.50","274.60","277.00","272.05","9.39M","0.98%"
"07/06/2018","270.85","262.00","272.50","261.85","19.22M","3.56%"
"07/05/2018","261.55","263.50","263.75","252.55","20.82M","-2.06%"
"07/04/2018","267.05","270.00","271.50","265.65","7.39M","-0.89%"
"07/03/2018","269.45","269.50","271.50","267.20","11.48M","1.03%"
"07/02/2018","266.70","276.00","276.05","265.60","16.50M","-0.97%"
"06/29/2018","269.30","265.45","270.50","262.65","14.77M","2.26%"
"06/28/2018","263.35","272.00","272.65","261.85","19.51M","-2.84%"
"06/27/2018","271.05","278.50","279.50","270.00","19.08M","-2.10%"
"06/26/2018","276.85","288.40","288.40","275.10","30.73M","-4.34%"
"06/25/2018","289.40","306.30","306.30","287.60","16.39M","-6.04%"
"06/22/2018","308.00","306.85","308.90","303.20","6.03M","0.33%"
"06/21/2018","307.00","307.90","308.50","305.50","5.09M","0.46%"
"06/20/2018","305.60","304.90","308.25","304.05","6.61M","0.18%"
"06/19/2018","305.05","309.60","312.80","303.30","10.50M","-1.21%"
"06/18/2018","308.80","302.90","311.00","302.10","8.79M","1.93%"
"06/15/2018","302.95","305.75","307.65","300.55","8.22M","-0.96%"
"06/14/2018","305.90","308.50","309.60","303.80","6.53M","-0.81%"
"06/13/2018","308.40","309.20","311.25","307.00","7.28M","0.19%"
"06/12/2018","307.80","310.95","313.65","307.20","7.93M","-0.63%"
"06/11/2018","309.75","310.90","313.90","306.65","14.65M","-0.06%"
"06/08/2018","309.95","305.70","315.55","302.40","27.25M","1.49%"
"06/07/2018","305.40","296.30","306.90","295.25","22.84M","3.30%"
"06/06/2018","295.65","286.85","296.90","285.25","19.75M","3.76%"
"06/05/2018","284.95","286.65","288.25","283.60","7.46M","-0.59%"
"06/04/2018","286.65","292.50","293.85","286.00","10.84M","-0.19%"
"06/01/2018","287.20","284.50","290.35","283.05","15.84M","1.66%"
"05/31/2018","282.50","289.95","290.85","281.60","28.77M","-2.22%"
"05/30/2018","288.90","289.95","292.25","286.15","11.65M","-1.95%"
"05/29/2018","294.65","296.80","300.00","293.00","9.82M","-0.56%"
"05/28/2018","296.30","293.75","299.90","290.30","8.52M","0.73%"
"05/25/2018","294.15","290.40","297.45","286.25","19.24M","1.91%"
"05/24/2018","288.65","300.00","307.65","284.10","46.10M","-6.72%"
"05/23/2018","309.45","311.10","317.25","305.40","17.70M","0.57%"
"05/22/2018","307.70","296.55","312.50","296.55","17.20M","3.99%"
"05/21/2018","295.90","304.75","307.20","294.70","11.55M","-2.86%"
"05/18/2018","304.60","314.75","315.00","303.50","11.69M","-3.27%"
"05/17/2018","314.90","313.10","319.50","309.30","10.21M","1.50%"
"05/16/2018","310.25","309.95","315.75","306.70","12.05M","0.05%"
"05/15/2018","310.10","324.00","324.05","305.70","15.32M","-4.17%"
"05/14/2018","323.60","333.00","333.00","323.00","8.31M","-2.18%"
"05/11/2018","330.80","334.00","334.00","330.00","7.37M","-0.84%"
"05/10/2018","333.60","343.75","343.75","332.75","11.16M","-2.44%"
"05/09/2018","341.95","331.00","347.25","331.00","19.02M","2.95%"
"05/08/2018","332.15","336.30","336.60","330.25","8.11M","-0.90%"
"05/07/2018","335.15","337.85","337.85","333.70","3.89M","0.22%"
"05/04/2018","334.40","333.75","337.30","329.50","6.66M","0.27%"
"05/03/2018","333.50","335.50","335.90","329.15","6.87M","-0.76%"
"05/02/2018","336.05","349.20","351.65","335.00","16.02M","-1.28%"
"04/30/2018","340.40","338.50","342.75","337.25","5.94M","1.04%"
"04/27/2018","336.90","333.00","337.65","331.05","8.80M","2.01%"
"04/26/2018","330.25","329.90","335.95","326.00","16.65M","0.50%"
"04/25/2018","328.60","330.80","334.00","327.75","6.31M","-0.89%"
"04/24/2018","331.55","334.80","335.00","330.60","9.21M","-0.75%"
"04/23/2018","334.05","335.95","339.50","333.00","8.06M","-0.58%"
"04/20/2018","336.00","335.95","343.25","334.60","11.91M","0.52%"
"04/19/2018","334.25","336.50","337.00","332.50","7.09M","-0.16%"
"04/18/2018","334.80","338.20","339.75","333.40","6.70M","-0.49%"
"04/17/2018","336.45","342.30","344.20","332.60","14.24M","-0.80%"
"04/16/2018","339.15","350.80","352.80","337.55","19.16M","-5.01%"
"04/13/2018","357.05","357.90","361.00","354.40","5.94M","-0.38%"
"04/12/2018","358.40","358.00","364.40","357.00","13.15M","0.73%"
"04/11/2018","355.80","355.00","357.15","350.50","5.62M","0.72%"
"04/10/2018","353.25","360.50","362.35","351.50","8.20M","-1.41%"
"04/09/2018","358.30","361.90","368.60","357.00","9.56M","-1.59%"
"04/06/2018","364.10","362.00","368.35","356.45","13.30M","0.52%"
"04/05/2018","362.20","362.60","372.35","359.80","28.89M","1.86%"
"04/04/2018","355.60","346.80","363.70","346.25","27.16M","3.64%"
"04/03/2018","343.10","338.40","344.50","337.15","6.99M","1.16%"
"04/02/2018","339.15","335.00","340.80","332.70","9.87M","3.76%"
"03/28/2018","326.85","331.50","333.65","325.20","10.98M","-1.30%"
"03/27/2018","331.15","333.95","335.80","330.10","6.82M","-0.36%"
"03/26/2018","332.35","328.80","333.90","324.30","8.91M","0.45%"
"03/23/2018","330.85","330.00","334.80","329.60","8.58M","-2.17%"
"03/22/2018","338.20","338.50","340.25","334.80","9.26M","1.30%"
"03/21/2018","333.85","339.90","342.25","332.25","6.81M","-1.46%"
"03/20/2018","338.80","335.50","340.40","333.55","5.08M","0.92%"
